frame_number,frame_path,game_time,period,play_clock,imputed_game_time,imputed_period,imputed_play_clock,original_game_time,original_period,original_play_clock,imputation_confidence,imputation_method,imputation_timestamp,expected_game_time,expected_period,expected_play_clock
1468,data/frames/game_6/frame_001468.jpg,10:34,2ND,12,FALSE,FALSE,TRUE,10:34,2ND,,0.8,countdown_interpolation,45:30.8,10:34,2ND,12
1469,data/frames/game_6/frame_001469.jpg,10:34,2ND,12,FALSE,FALSE,FALSE,10:34,2ND,12,0,,45:30.8,10:34,2ND,12
1470,data/frames/game_6/frame_001470.jpg,10:33,2ND,11,FALSE,FALSE,FALSE,10:33,2ND,11,0,,45:30.8,10:33,2ND,11
1471,data/frames/game_6/frame_001471.jpg,10:33,2ND,11,FALSE,FALSE,FALSE,10:33,2ND,11,0,,45:30.8,10:33,2ND,11
1472,data/frames/game_6/frame_001472.jpg,10:32,2ND,10,FALSE,FALSE,FALSE,10:32,2ND,10,0,,45:30.8,10:32,2ND,10
1473,data/frames/game_6/frame_001473.jpg,10:32,2ND,9,FALSE,FALSE,TRUE,10:32,2ND,,0.8,countdown_interpolation,45:30.8,10:32,2ND,10
1474,data/frames/game_6/frame_001474.jpg,10:31,2ND,8,FALSE,FALSE,TRUE,10:31,2ND,,0.8,countdown_interpolation,45:30.8,10:31,2ND,9
1475,data/frames/game_6/frame_001475.jpg,10:31,2ND,7,FALSE,FALSE,TRUE,10:31,2ND,,0.65,countdown_interpolation,45:30.8,10:31,2ND,9
1476,data/frames/game_6/frame_001476.jpg,10:30,2ND,8,FALSE,FALSE,FALSE,10:30,2ND,8,0,,45:30.8,10:30,2ND,8
1477,data/frames/game_6/frame_001477.jpg,10:30,2ND,8,FALSE,FALSE,FALSE,10:30,2ND,8,0,,45:30.8,10:30,2ND,8
1478,data/frames/game_6/frame_001478.jpg,10:29,2ND,7,FALSE,FALSE,FALSE,10:29,2ND,7,0,,45:30.8,10:29,2ND,7
1479,data/frames/game_6/frame_001479.jpg,10:29,2ND,7,FALSE,FALSE,FALSE,10:29,2ND,7,0,,45:30.8,10:29,2ND,7
1480,data/frames/game_6/frame_001480.jpg,10:28,2ND,6,FALSE,FALSE,FALSE,10:28,2ND,6,0,,45:30.8,10:28,2ND,6
1481,data/frames/game_6/frame_001481.jpg,10:28,2ND,6,FALSE,FALSE,FALSE,10:28,2ND,6,0,,45:30.8,10:28,2ND,6
1482,data/frames/game_6/frame_001482.jpg,10:27,2ND,5,FALSE,FALSE,FALSE,10:27,2ND,5,0,,45:30.8,10:27,2ND,5
1483,data/frames/game_6/frame_001483.jpg,10:27,2ND,5,FALSE,FALSE,FALSE,10:27,2ND,5,0,,45:30.8,10:27,2ND,5
1484,data/frames/game_6/frame_001484.jpg,10:26,2ND,4,FALSE,FALSE,FALSE,10:26,2ND,4,0,,45:30.8,10:26,2ND,4
1485,data/frames/game_6/frame_001485.jpg,10:26,2ND,4,FALSE,FALSE,FALSE,10:26,2ND,4,0,,45:30.8,10:26,2ND,4
1486,data/frames/game_6/frame_001486.jpg,10:25,2ND,3,FALSE,FALSE,FALSE,10:25,2ND,3,0,,45:30.8,10:25,2ND,3
1487,data/frames/game_6/frame_001487.jpg,10:25,2ND,3,FALSE,FALSE,FALSE,10:25,2ND,3,0,,45:30.8,10:25,2ND,3
1488,data/frames/game_6/frame_001488.jpg,10:24,2ND,2,FALSE,FALSE,FALSE,10:24,2ND,2,0,,45:30.8,10:24,2ND,2
1489,data/frames/game_6/frame_001489.jpg,10:24,2ND,2,FALSE,FALSE,FALSE,10:24,2ND,2,0,,45:30.8,10:24,2ND,2
1490,data/frames/game_6/frame_001490.jpg,10:23,2ND,1,FALSE,FALSE,FALSE,10:23,2ND,1,0,,45:30.8,10:23,2ND,1
1491,data/frames/game_6/frame_001491.jpg,10:23,2ND,40,FALSE,FALSE,FALSE,10:23,2ND,40,0,,45:30.8,10:23,2ND,40
1492,data/frames/game_6/frame_001492.jpg,10:22,2ND,40,FALSE,FALSE,FALSE,10:22,2ND,40,0,,45:30.8,10:22,2ND,40
1493,data/frames/game_6/frame_001493.jpg,10:22,2ND,40,FALSE,FALSE,FALSE,10:22,2ND,40,0,,45:30.8,10:22,2ND,40
1494,data/frames/game_6/frame_001494.jpg,10:21,2ND,40,FALSE,FALSE,FALSE,10:21,2ND,40,0,,45:30.8,10:21,2ND,40
1495,data/frames/game_6/frame_001495.jpg,10:21,2ND,40,FALSE,FALSE,FALSE,10:21,2ND,40,0,,45:30.8,10:21,2ND,40
1496,data/frames/game_6/frame_001496.jpg,10:20,2ND,40,FALSE,FALSE,FALSE,10:20,2ND,40,0,,45:30.8,10:20,2ND,40
1497,data/frames/game_6/frame_001497.jpg,10:20,2ND,40,FALSE,FALSE,FALSE,10:20,2ND,40,0,,45:30.8,10:20,2ND,40
1498,data/frames/game_6/frame_001498.jpg,10:19,2ND,40,FALSE,FALSE,FALSE,10:19,2ND,40,0,,45:30.8,10:19,2ND,40
1499,data/frames/game_6/frame_001499.jpg,10:19,2ND,40,FALSE,FALSE,FALSE,10:19,2ND,40,0,,45:30.8,10:19,2ND,40
1500,data/frames/game_6/frame_001500.jpg,10:18,2ND,40,FALSE,FALSE,FALSE,10:18,2ND,40,0,,45:30.8,10:18,2ND,40
1501,data/frames/game_6/frame_001501.jpg,10:18,2ND,40,FALSE,FALSE,FALSE,10:18,2ND,40,0,,45:30.8,10:18,2ND,40
1502,data/frames/game_6/frame_001502.jpg,10:17,2ND,40,FALSE,FALSE,FALSE,10:17,2ND,40,0,,45:30.8,10:17,2ND,40
1503,data/frames/game_6/frame_001503.jpg,10:17,2ND,40,FALSE,FALSE,FALSE,10:17,2ND,40,0,,45:30.8,10:17,2ND,40
1504,data/frames/game_6/frame_001504.jpg,10:16,2ND,40,FALSE,FALSE,FALSE,10:16,2ND,40,0,,45:30.8,10:16,2ND,40
1505,data/frames/game_6/frame_001505.jpg,10:16,2ND,40,FALSE,FALSE,FALSE,10:16,2ND,40,0,,45:30.8,10:16,2ND,40
1506,data/frames/game_6/frame_001506.jpg,10:15,2ND,40,FALSE,FALSE,FALSE,10:15,2ND,40,0,,45:30.8,10:15,2ND,40
1507,data/frames/game_6/frame_001507.jpg,10:15,2ND,40,FALSE,FALSE,FALSE,10:15,2ND,40,0,,45:30.8,10:15,2ND,40
1508,data/frames/game_6/frame_001508.jpg,10:14,2ND,40,FALSE,FALSE,FALSE,10:14,2ND,40,0,,45:30.8,10:14,2ND,40
1509,data/frames/game_6/frame_001509.jpg,10:14,2ND,40,FALSE,FALSE,FALSE,10:14,2ND,40,0,,45:30.8,10:14,2ND,40
1510,data/frames/game_6/frame_001510.jpg,10:14,2ND,40,FALSE,FALSE,FALSE,10:14,2ND,40,0,,45:30.8,10:14,2ND,40
1511,data/frames/game_6/frame_001511.jpg,10:14,2ND,40,FALSE,FALSE,FALSE,10:14,2ND,40,0,,45:30.8,10:14,2ND,40
1512,data/frames/game_6/frame_001512.jpg,10:14,2ND,40,FALSE,FALSE,FALSE,10:14,2ND,40,0,,45:30.8,10:14,2ND,40
1513,data/frames/game_6/frame_001513.jpg,10:14,2ND,40,FALSE,FALSE,FALSE,10:14,2ND,40,0,,45:30.8,10:14,2ND,40
1514,data/frames/game_6/frame_001514.jpg,10:14,2ND,40,FALSE,FALSE,FALSE,10:14,2ND,40,0,,45:30.8,10:14,2ND,40
1515,data/frames/game_6/frame_001515.jpg,10:14,2ND,39,FALSE,FALSE,FALSE,10:14,2ND,39,0,,45:30.8,10:14,2ND,39
1516,data/frames/game_6/frame_001516.jpg,10:14,2ND,39,FALSE,FALSE,FALSE,10:14,2ND,39,0,,45:30.8,10:14,2ND,39
1517,data/frames/game_6/frame_001517.jpg,10:14,2ND,38,FALSE,FALSE,FALSE,10:14,2ND,38,0,,45:30.8,10:14,2ND,38
1518,data/frames/game_6/frame_001518.jpg,10:14,2ND,38,FALSE,FALSE,FALSE,10:14,2ND,38,0,,45:30.8,10:14,2ND,38
1519,data/frames/game_6/frame_001519.jpg,10:14,2ND,37,FALSE,FALSE,FALSE,10:14,2ND,37,0,,45:30.8,10:14,2ND,37
1520,data/frames/game_6/frame_001520.jpg,10:14,2ND,37,FALSE,FALSE,FALSE,10:14,2ND,37,0,,45:30.8,10:14,2ND,37
1521,data/frames/game_6/frame_001521.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1522,data/frames/game_6/frame_001522.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1523,data/frames/game_6/frame_001523.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1524,data/frames/game_6/frame_001524.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1525,data/frames/game_6/frame_001525.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1526,data/frames/game_6/frame_001526.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1527,data/frames/game_6/frame_001527.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1528,data/frames/game_6/frame_001528.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1529,data/frames/game_6/frame_001529.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1530,data/frames/game_6/frame_001530.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1531,data/frames/game_6/frame_001531.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1532,data/frames/game_6/frame_001532.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1533,data/frames/game_6/frame_001533.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1534,data/frames/game_6/frame_001534.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1535,data/frames/game_6/frame_001535.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1536,data/frames/game_6/frame_001536.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1537,data/frames/game_6/frame_001537.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1538,data/frames/game_6/frame_001538.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1539,data/frames/game_6/frame_001539.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1540,data/frames/game_6/frame_001540.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1541,data/frames/game_6/frame_001541.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1542,data/frames/game_6/frame_001542.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1543,data/frames/game_6/frame_001543.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1544,data/frames/game_6/frame_001544.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1545,data/frames/game_6/frame_001545.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1546,data/frames/game_6/frame_001546.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1547,data/frames/game_6/frame_001547.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1548,data/frames/game_6/frame_001548.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1549,data/frames/game_6/frame_001549.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1550,data/frames/game_6/frame_001550.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1551,data/frames/game_6/frame_001551.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1552,data/frames/game_6/frame_001552.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1553,data/frames/game_6/frame_001553.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1554,data/frames/game_6/frame_001554.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1555,data/frames/game_6/frame_001555.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1556,data/frames/game_6/frame_001556.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1557,data/frames/game_6/frame_001557.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1558,data/frames/game_6/frame_001558.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1559,data/frames/game_6/frame_001559.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1560,data/frames/game_6/frame_001560.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1561,data/frames/game_6/frame_001561.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1562,data/frames/game_6/frame_001562.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1563,data/frames/game_6/frame_001563.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1564,data/frames/game_6/frame_001564.jpg,,2ND,15,FALSE,FALSE,FALSE,,2ND,15,0,,45:30.8,,2ND,15
1565,data/frames/game_6/frame_001565.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1566,data/frames/game_6/frame_001566.jpg,,2ND,14,FALSE,FALSE,FALSE,,2ND,14,0,,45:30.8,,2ND,14
1567,data/frames/game_6/frame_001567.jpg,,2ND,13,FALSE,FALSE,FALSE,,2ND,13,0,,45:30.8,,2ND,13
1568,data/frames/game_6/frame_001568.jpg,,2ND,13,FALSE,FALSE,FALSE,,2ND,13,0,,45:30.8,,2ND,13
1569,data/frames/game_6/frame_001569.jpg,,2ND,12,FALSE,FALSE,FALSE,,2ND,12,0,,45:30.8,,2ND,12
1570,data/frames/game_6/frame_001570.jpg,,2ND,12,FALSE,FALSE,FALSE,,2ND,12,0,,45:30.8,,2ND,12
1571,data/frames/game_6/frame_001571.jpg,,2ND,11,FALSE,FALSE,FALSE,,2ND,11,0,,45:30.8,,2ND,11
1572,data/frames/game_6/frame_001572.jpg,,2ND,11,FALSE,FALSE,FALSE,,2ND,11,0,,45:30.8,,2ND,11
1573,data/frames/game_6/frame_001573.jpg,,2ND,10,FALSE,FALSE,FALSE,,2ND,10,0,,45:30.8,,2ND,10
1574,data/frames/game_6/frame_001574.jpg,,2ND,10,FALSE,FALSE,FALSE,,2ND,10,0,,45:30.8,,2ND,10
1575,data/frames/game_6/frame_001575.jpg,,2ND,9,FALSE,FALSE,FALSE,,2ND,9,0,,45:30.8,,2ND,9
1576,data/frames/game_6/frame_001576.jpg,,2ND,9,FALSE,FALSE,FALSE,,2ND,9,0,,45:30.8,,2ND,9
1577,data/frames/game_6/frame_001577.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1578,data/frames/game_6/frame_001578.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1579,data/frames/game_6/frame_001579.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1580,data/frames/game_6/frame_001580.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1581,data/frames/game_6/frame_001581.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1582,data/frames/game_6/frame_001582.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1583,data/frames/game_6/frame_001583.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1584,data/frames/game_6/frame_001584.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1585,data/frames/game_6/frame_001585.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1586,data/frames/game_6/frame_001586.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1587,data/frames/game_6/frame_001587.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1588,data/frames/game_6/frame_001588.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1589,data/frames/game_6/frame_001589.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1590,data/frames/game_6/frame_001590.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1591,data/frames/game_6/frame_001591.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1592,data/frames/game_6/frame_001592.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1593,data/frames/game_6/frame_001593.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1594,data/frames/game_6/frame_001594.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
1595,data/frames/game_6/frame_001595.jpg,,2ND,39,FALSE,FALSE,FALSE,,2ND,39,0,,45:30.8,,2ND,39
1596,data/frames/game_6/frame_001596.jpg,,2ND,39,FALSE,FALSE,FALSE,,2ND,39,0,,45:30.8,,2ND,39
1597,data/frames/game_6/frame_001597.jpg,,2ND,38,FALSE,FALSE,FALSE,,2ND,38,0,,45:30.8,,2ND,38
1598,data/frames/game_6/frame_001598.jpg,,2ND,38,FALSE,FALSE,FALSE,,2ND,38,0,,45:30.8,,2ND,38
1599,data/frames/game_6/frame_001599.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1600,data/frames/game_6/frame_001600.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1601,data/frames/game_6/frame_001601.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1602,data/frames/game_6/frame_001602.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1603,data/frames/game_6/frame_001603.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1604,data/frames/game_6/frame_001604.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1605,data/frames/game_6/frame_001605.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1606,data/frames/game_6/frame_001606.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1607,data/frames/game_6/frame_001607.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1608,data/frames/game_6/frame_001608.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1609,data/frames/game_6/frame_001609.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1610,data/frames/game_6/frame_001610.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1611,data/frames/game_6/frame_001611.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1612,data/frames/game_6/frame_001612.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1613,data/frames/game_6/frame_001613.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1614,data/frames/game_6/frame_001614.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1615,data/frames/game_6/frame_001615.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1616,data/frames/game_6/frame_001616.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1617,data/frames/game_6/frame_001617.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1618,data/frames/game_6/frame_001618.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1619,data/frames/game_6/frame_001619.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1620,data/frames/game_6/frame_001620.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1621,data/frames/game_6/frame_001621.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1622,data/frames/game_6/frame_001622.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
1623,data/frames/game_6/frame_001623.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
1624,data/frames/game_6/frame_001624.jpg,9:25,2ND,25,FALSE,FALSE,FALSE,9:25,2ND,25,0,,45:30.8,9:25,2ND,25
1625,data/frames/game_6/frame_001625.jpg,9:24,2ND,24,FALSE,FALSE,FALSE,9:24,2ND,24,0,,45:30.8,9:24,2ND,24
1626,data/frames/game_6/frame_001626.jpg,9:24,2ND,24,FALSE,FALSE,FALSE,9:24,2ND,24,0,,45:30.8,9:24,2ND,24
1627,data/frames/game_6/frame_001627.jpg,9:23,2ND,23,FALSE,FALSE,FALSE,9:23,2ND,23,0,,45:30.8,9:23,2ND,23
1628,data/frames/game_6/frame_001628.jpg,9:23,2ND,23,FALSE,FALSE,FALSE,9:23,2ND,23,0,,45:30.8,9:23,2ND,23
1629,data/frames/game_6/frame_001629.jpg,9:22,2ND,22,FALSE,FALSE,FALSE,9:22,2ND,22,0,,45:30.8,9:22,2ND,22
1630,data/frames/game_6/frame_001630.jpg,9:22,2ND,22,FALSE,FALSE,FALSE,9:22,2ND,22,0,,45:30.8,9:22,2ND,22
1631,data/frames/game_6/frame_001631.jpg,9:21,2ND,21,FALSE,FALSE,FALSE,9:21,2ND,21,0,,45:30.8,9:21,2ND,21
1632,data/frames/game_6/frame_001632.jpg,9:21,2ND,21,FALSE,FALSE,FALSE,9:21,2ND,21,0,,45:30.8,9:21,2ND,21
1633,data/frames/game_6/frame_001633.jpg,9:20,2ND,20,FALSE,FALSE,FALSE,9:20,2ND,20,0,,45:30.8,9:20,2ND,20
1634,data/frames/game_6/frame_001634.jpg,9:20,2ND,20,FALSE,FALSE,FALSE,9:20,2ND,20,0,,45:30.8,9:20,2ND,20
1635,data/frames/game_6/frame_001635.jpg,9:19,2ND,19,FALSE,FALSE,FALSE,9:19,2ND,19,0,,45:30.8,9:19,2ND,19
1636,data/frames/game_6/frame_001636.jpg,9:19,2ND,19,FALSE,FALSE,FALSE,9:19,2ND,19,0,,45:30.8,9:19,2ND,19
1637,data/frames/game_6/frame_001637.jpg,9:18,2ND,18,FALSE,FALSE,FALSE,9:18,2ND,18,0,,45:30.8,9:18,2ND,18
1638,data/frames/game_6/frame_001638.jpg,9:18,2ND,18,FALSE,FALSE,FALSE,9:18,2ND,18,0,,45:30.8,9:18,2ND,18
1639,data/frames/game_6/frame_001639.jpg,9:17,2ND,17,FALSE,FALSE,FALSE,9:17,2ND,17,0,,45:30.8,9:17,2ND,17
1640,data/frames/game_6/frame_001640.jpg,9:17,2ND,17,FALSE,FALSE,FALSE,9:17,2ND,17,0,,45:30.8,9:17,2ND,17
1641,data/frames/game_6/frame_001641.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1642,data/frames/game_6/frame_001642.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1643,data/frames/game_6/frame_001643.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1644,data/frames/game_6/frame_001644.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1645,data/frames/game_6/frame_001645.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1646,data/frames/game_6/frame_001646.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1647,data/frames/game_6/frame_001647.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1648,data/frames/game_6/frame_001648.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1649,data/frames/game_6/frame_001649.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1650,data/frames/game_6/frame_001650.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1651,data/frames/game_6/frame_001651.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1652,data/frames/game_6/frame_001652.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1653,data/frames/game_6/frame_001653.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1654,data/frames/game_6/frame_001654.jpg,9:16,2ND,16,FALSE,FALSE,FALSE,9:16,2ND,16,0,,45:30.8,9:16,2ND,16
1655,data/frames/game_6/frame_001655.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1656,data/frames/game_6/frame_001656.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1657,data/frames/game_6/frame_001657.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1658,data/frames/game_6/frame_001658.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1659,data/frames/game_6/frame_001659.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1660,data/frames/game_6/frame_001660.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1661,data/frames/game_6/frame_001661.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1662,data/frames/game_6/frame_001662.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1663,data/frames/game_6/frame_001663.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1664,data/frames/game_6/frame_001664.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1665,data/frames/game_6/frame_001665.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
1666,data/frames/game_6/frame_001666.jpg,9:16,2ND,25,FALSE,FALSE,FALSE,9:16,2ND,25,0,,45:30.8,9:16,2ND,25
